Train_ID,Date,Bogie_Usage_Pct,BrakePad_Usage_Pct,HVAC_Usage_Pct,Motor_Usage_Pct,Average_Usage_Pct,Critical_Components,Priority,Recommendation,Balancing_Score,Age_Factor,Maintenance_Due,Notes
CR112,2024-11-25,36.7,41.6,23.9,51.5,38.4,,Low,Continue_Operation,61.6,0.9,False,Week 8 snapshot - 0 critical components
CR112,2024-11-18,46.0,29.1,39.8,37.0,38.0,,Low,Continue_Operation,62.0,0.88,False,Week 9 snapshot - 0 critical components
CR112,2024-11-11,39.7,27.2,34.6,43.5,36.2,,Low,Continue_Operation,63.8,0.86,False,Week 10 snapshot - 0 critical components
CR112,2024-11-04,42.6,32.2,39.1,48.5,40.6,,Medium,Monitor_Closely,59.4,0.84,False,Week 11 snapshot - 0 critical components
CR112,2024-10-28,44.2,29.0,25.7,27.4,31.5,,Low,Continue_Operation,68.5,0.82,False,Week 12 snapshot - 0 critical components
CR112,2024-10-21,41.8,42.2,40.9,49.7,43.6,,Medium,Monitor_Closely,56.4,0.81,False,Week 13 snapshot - 0 critical components
CR112,2024-10-14,34.2,31.4,20.1,37.0,30.6,,Low,Continue_Operation,69.4,0.79,False,Week 14 snapshot - 0 critical components
CR112,2024-10-07,24.2,36.2,34.3,29.5,31.0,,Low,Continue_Operation,69.0,0.77,False,Week 15 snapshot - 0 critical components
CR112,2024-09-30,36.8,27.8,23.9,47.2,33.9,,Low,Continue_Operation,66.1,0.75,False,Week 16 snapshot - 0 critical components
CR112,2024-09-23,40.0,27.1,36.9,32.8,34.2,,Low,Continue_Operation,65.8,0.73,False,Week 17 snapshot - 0 critical components
CR112,2024-09-16,38.1,39.2,36.0,29.8,35.8,,Low,Continue_Operation,64.2,0.71,False,Week 18 snapshot - 0 critical components
CR112,2024-09-09,44.3,40.2,38.7,36.8,40.0,,Low,Continue_Operation,60.0,0.69,False,Week 19 snapshot - 0 critical components
CR112,2024-09-02,34.6,32.6,24.5,25.1,29.2,,Low,Continue_Operation,70.8,0.67,False,Week 20 snapshot - 0 critical components
CR112,2024-08-26,37.9,29.3,26.6,41.9,33.9,,Low,Continue_Operation,66.1,0.65,False,Week 21 snapshot - 0 critical components
CR112,2024-08-19,31.6,33.3,36.2,24.8,31.5,,Low,Continue_Operation,68.5,0.63,False,Week 22 snapshot - 0 critical components
CR112,2024-08-12,30.1,22.0,30.2,36.8,29.8,,Low,Continue_Operation,70.2,0.61,False,Week 23 snapshot - 0 critical components
CR112,2024-08-05,22.0,24.5,32.3,42.1,30.2,,Low,Continue_Operation,69.8,0.59,False,Week 24 snapshot - 0 critical components
CR112,2024-07-29,32.7,32.7,16.8,32.4,28.6,,Low,Continue_Operation,71.4,0.58,False,Week 25 snapshot - 0 critical components
CR112,2024-07-22,34.6,29.1,35.4,32.8,33.0,,Low,Continue_Operation,67.0,0.56,False,Week 26 snapshot - 0 critical components
CR112,2024-07-15,20.9,31.6,30.0,40.7,30.8,,Low,Continue_Operation,69.2,0.54,False,Week 27 snapshot - 0 critical components
CR112,2024-07-08,22.1,32.1,37.3,25.1,29.2,,Low,Continue_Operation,70.8,0.52,False,Week 28 snapshot - 0 critical components
CR112,2024-07-01,37.2,28.2,29.0,25.3,29.9,,Low,Continue_Operation,70.1,0.5,False,Week 29 snapshot - 0 critical components
CR112,2024-06-24,20.5,34.7,18.4,24.3,24.5,,Low,Continue_Operation,75.5,0.48,False,Week 30 snapshot - 0 critical components
CR112,2024-06-17,41.1,32.0,12.9,46.8,33.2,,Low,Continue_Operation,66.8,0.46,False,Week 31 snapshot - 0 critical components
CR112,2024-06-10,38.4,29.4,28.4,46.6,35.7,,Low,Continue_Operation,64.3,0.44,False,Week 32 snapshot - 0 critical components
CR112,2024-06-03,27.3,28.1,23.8,28.2,26.9,,Low,Continue_Operation,73.1,0.42,False,Week 33 snapshot - 0 critical components
CR112,2024-05-27,40.3,33.6,34.2,28.5,34.1,,Low,Continue_Operation,65.9,0.4,False,Week 34 snapshot - 0 critical components
CR112,2024-05-20,36.7,18.4,32.0,23.4,27.6,,Low,Continue_Operation,72.4,0.38,False,Week 35 snapshot - 0 critical components
CR112,2024-05-13,28.2,18.7,16.7,38.3,25.5,,Low,Continue_Operation,74.5,0.36,False,Week 36 snapshot - 0 critical components
CR112,2024-05-06,38.1,20.4,33.6,41.1,33.3,,Low,Continue_Operation,66.7,0.35,False,Week 37 snapshot - 0 critical components
CR112,2024-04-29,31.0,31.7,15.6,42.3,30.1,,Low,Continue_Operation,69.9,0.33,False,Week 38 snapshot - 0 critical components
CR112,2024-04-22,28.4,30.1,16.7,20.7,24.0,,Low,Continue_Operation,76.0,0.31,False,Week 39 snapshot - 0 critical components
CR112,2024-04-15,23.0,33.2,12.4,43.1,27.9,,Low,Continue_Operation,72.1,0.29,False,Week 40 snapshot - 0 critical components
CR112,2024-04-08,19.8,18.4,21.6,24.5,21.1,,Low,Continue_Operation,78.9,0.27,False,Week 41 snapshot - 0 critical components
CR112,2024-04-01,36.3,25.7,30.3,43.2,33.9,,Low,Continue_Operation,66.1,0.25,False,Week 42 snapshot - 0 critical components
CR112,2024-03-25,25.9,16.7,20.8,21.6,21.3,,Low,Continue_Operation,78.7,0.23,False,Week 43 snapshot - 0 critical components
CR112,2024-03-18,19.0,30.8,28.7,22.3,25.2,,Low,Continue_Operation,74.8,0.21,False,Week 44 snapshot - 0 critical components
CR112,2024-03-11,22.0,21.8,23.4,32.1,24.8,,Low,Continue_Operation,75.2,0.19,False,Week 45 snapshot - 0 critical components
CR112,2024-03-04,36.8,18.1,24.2,20.8,25.0,,Low,Continue_Operation,75.0,0.17,False,Week 46 snapshot - 0 critical components
CR112,2024-02-26,16.3,27.8,28.4,20.2,23.2,,Low,Continue_Operation,76.8,0.15,False,Week 47 snapshot - 0 critical components
CR112,2024-02-19,14.9,30.7,13.5,40.3,24.8,,Low,Continue_Operation,75.2,0.13,False,Week 48 snapshot - 0 critical components
CR112,2024-02-12,23.6,29.5,24.3,30.8,27.0,,Low,Continue_Operation,73.0,0.12,False,Week 49 snapshot - 0 critical components
CR112,2024-02-05,15.6,33.1,24.0,16.7,22.3,,Low,Continue_Operation,77.7,0.1,False,Week 50 snapshot - 0 critical components
CR112,2024-01-29,18.2,25.6,28.8,29.2,25.4,,Low,Continue_Operation,74.6,0.08,False,Week 51 snapshot - 0 critical components
CR112,2024-01-22,14.2,16.2,23.2,24.3,19.5,,Low,Continue_Operation,80.5,0.06,False,Week 52 snapshot - 0 critical components
CR113,2025-01-20,28.8,29.1,37.6,49.5,36.3,,Low,Continue_Operation,63.7,1.05,False,Week 0 snapshot - 0 critical components
CR113,2025-01-13,39.4,40.8,24.0,38.0,35.5,,Low,Continue_Operation,64.5,1.04,False,Week 1 snapshot - 0 critical components
CR113,2025-01-06,31.1,39.3,38.7,52.8,40.5,,Medium,Monitor_Closely,59.5,1.02,False,Week 2 snapshot - 0 critical components
CR113,2024-12-30,26.4,43.7,29.1,36.8,34.0,,Low,Continue_Operation,66.0,1.0,False,Week 3 snapshot - 0 critical components
CR113,2024-12-23,42.2,39.9,26.3,39.4,36.9,,Low,Continue_Operation,63.1,0.98,False,Week 4 snapshot - 0 critical components
CR113,2024-12-16,33.3,30.3,30.1,43.0,34.2,,Low,Continue_Operation,65.8,0.96,False,Week 5 snapshot - 0 critical components
CR113,2024-12-09,29.7,36.2,30.5,43.6,35.0,,Low,Continue_Operation,65.0,0.94,False,Week 6 snapshot - 0 critical components
CR113,2024-12-02,44.9,30.6,28.7,38.5,35.7,,Low,Continue_Operation,64.3,0.92,False,Week 7 snapshot - 0 critical components
CR113,2024-11-25,38.2,34.9,39.3,51.9,41.1,,Medium,Monitor_Closely,58.9,0.9,False,Week 8 snapshot - 0 critical components
CR113,2024-11-18,38.8,36.1,26.1,33.4,33.6,,Low,Continue_Operation,66.4,0.88,False,Week 9 snapshot - 0 critical components
CR113,2024-11-11,40.8,40.3,21.9,35.0,34.5,,Low,Continue_Operation,65.5,0.86,False,Week 10 snapshot - 0 critical components
CR113,2024-11-04,32.4,42.5,37.4,34.8,36.8,,Low,Continue_Operation,63.2,0.84,False,Week 11 snapshot - 0 critical components
CR113,2024-10-28,35.2,28.5,32.5,43.3,34.9,,Low,Continue_Operation,65.1,0.82,False,Week 12 snapshot - 0 critical components
CR113,2024-10-21,38.5,29.2,27.2,37.9,33.2,,Low,Continue_Operation,66.8,0.81,False,Week 13 snapshot - 0 critical components
CR113,2024-10-14,37.0,36.3,18.9,48.5,35.2,,Low,Continue_Operation,64.8,0.79,False,Week 14 snapshot - 0 critical components
CR113,2024-10-07,38.7,37.9,26.1,32.9,33.9,,Low,Continue_Operation,66.1,0.77,False,Week 15 snapshot - 0 critical components
CR113,2024-09-30,43.5,23.5,16.4,49.6,33.3,,Low,Continue_Operation,66.7,0.75,False,Week 16 snapshot - 0 critical components
CR113,2024-09-23,22.6,40.5,37.7,30.2,32.7,,Low,Continue_Operation,67.3,0.73,False,Week 17 snapshot - 0 critical components
CR113,2024-09-16,39.1,27.0,30.8,48.5,36.4,,Low,Continue_Operation,63.6,0.71,False,Week 18 snapshot - 0 critical components
CR113,2024-09-09,35.3,32.2,25.7,49.6,35.7,,Low,Continue_Operation,64.3,0.69,False,Week 19 snapshot - 0 critical components
CR113,2024-09-02,38.9,35.3,30.7,37.7,35.7,,Low,Continue_Operation,64.3,0.67,False,Week 20 snapshot - 0 critical components
CR113,2024-08-26,26.2,32.5,22.3,45.2,31.5,,Low,Continue_Operation,68.5,0.65,False,Week 21 snapshot - 0 critical components
CR113,2024-08-19,40.3,25.3,36.3,29.1,32.7,,Low,Continue_Operation,67.3,0.63,False,Week 22 snapshot - 0 critical components
CR113,2024-08-12,26.1,23.2,21.4,39.8,27.6,,Low,Continue_Operation,72.4,0.61,False,Week 23 snapshot - 0 critical components
CR113,2024-08-05,37.4,34.2,27.9,27.2,31.7,,Low,Continue_Operation,68.3,0.59,False,Week 24 snapshot - 0 critical components
CR113,2024-07-29,25.9,28.7,34.9,39.6,32.3,,Low,Continue_Operation,67.7,0.58,False,Week 25 snapshot - 0 critical components
CR113,2024-07-22,42.2,36.1,37.3,26.9,35.6,,Low,Continue_Operation,64.4,0.56,False,Week 26 snapshot - 0 critical components
CR113,2024-07-15,30.4,26.6,36.6,34.4,32.0,,Low,Continue_Operation,68.0,0.54,False,Week 27 snapshot - 0 critical components
CR113,2024-07-08,32.1,26.2,32.5,26.7,29.4,,Low,Continue_Operation,70.6,0.52,False,Week 28 snapshot - 0 critical components
CR113,2024-07-01,42.2,22.2,29.6,35.9,32.5,,Low,Continue_Operation,67.5,0.5,False,Week 29 snapshot - 0 critical components
CR113,2024-06-24,24.5,36.8,35.3,41.4,34.5,,Low,Continue_Operation,65.5,0.48,False,Week 30 snapshot - 0 critical components
CR113,2024-06-17,32.0,25.9,36.1,44.2,34.6,,Low,Continue_Operation,65.4,0.46,False,Week 31 snapshot - 0 critical components
CR113,2024-06-10,17.7,29.9,22.6,43.1,28.3,,Low,Continue_Operation,71.7,0.44,False,Week 32 snapshot - 0 critical components
CR113,2024-06-03,20.2,26.8,16.3,37.1,25.1,,Low,Continue_Operation,74.9,0.42,False,Week 33 snapshot - 0 critical components
CR113,2024-05-27,27.6,37.5,25.7,45.5,34.1,,Low,Continue_Operation,65.9,0.4,False,Week 34 snapshot - 0 critical components
CR113,2024-05-20,18.5,21.1,29.9,37.1,26.6,,Low,Continue_Operation,73.4,0.38,False,Week 35 snapshot - 0 critical components
CR113,2024-05-13,21.4,31.1,34.4,35.4,30.6,,Low,Continue_Operation,69.4,0.36,False,Week 36 snapshot - 0 critical components
CR113,2024-05-06,17.1,26.1,15.5,22.1,20.2,,Low,Continue_Operation,79.8,0.35,False,Week 37 snapshot - 0 critical components
CR113,2024-04-29,33.9,17.8,28.0,29.5,27.3,,Low,Continue_Operation,72.7,0.33,False,Week 38 snapshot - 0 critical components
CR113,2024-04-22,18.7,30.2,14.2,20.0,20.8,,Low,Continue_Operation,79.2,0.31,False,Week 39 snapshot - 0 critical components
CR113,2024-04-15,29.6,32.5,9.6,23.3,23.8,,Low,Continue_Operation,76.2,0.29,False,Week 40 snapshot - 0 critical components
CR113,2024-04-08,28.5,17.6,18.1,39.5,25.9,,Low,Continue_Operation,74.1,0.27,False,Week 41 snapshot - 0 critical components
CR113,2024-04-01,16.5,21.8,17.0,38.5,23.4,,Low,Continue_Operation,76.6,0.25,False,Week 42 snapshot - 0 critical components
CR113,2024-03-25,31.8,35.4,31.0,27.6,31.4,,Low,Continue_Operation,68.6,0.23,False,Week 43 snapshot - 0 critical components
CR113,2024-03-18,18.2,23.3,17.1,30.2,22.2,,Low,Continue_Operation,77.8,0.21,False,Week 44 snapshot - 0 critical components
CR113,2024-03-11,23.2,29.8,28.9,23.6,26.4,,Low,Continue_Operation,73.6,0.19,False,Week 45 snapshot - 0 critical components
CR113,2024-03-04,18.5,30.7,15.5,35.4,25.0,,Low,Continue_Operation,75.0,0.17,False,Week 46 snapshot - 0 critical components
CR113,2024-02-26,16.0,30.3,9.5,33.0,22.2,,Low,Continue_Operation,77.8,0.15,False,Week 47 snapshot - 0 critical components
CR113,2024-02-19,25.1,21.2,10.6,19.1,19.0,,Low,Continue_Operation,81.0,0.13,False,Week 48 snapshot - 0 critical components
CR113,2024-02-12,25.2,30.9,10.6,17.0,20.9,,Low,Continue_Operation,79.1,0.12,False,Week 49 snapshot - 0 critical components
CR113,2024-02-05,34.2,28.8,13.4,18.5,23.7,,Low,Continue_Operation,76.3,0.1,False,Week 50 snapshot - 0 critical components
CR113,2024-01-29,11.6,23.4,9.6,41.1,21.4,,Low,Continue_Operation,78.6,0.08,False,Week 51 snapshot - 0 critical components
CR113,2024-01-22,34.0,22.1,15.7,16.5,22.1,,Low,Continue_Operation,77.9,0.06,False,Week 52 snapshot - 0 critical components
CR114,2025-01-20,43.2,34.4,35.7,52.8,41.5,,Medium,Monitor_Closely,58.5,1.05,False,Week 0 snapshot - 0 critical components
CR114,2025-01-13,36.3,44.7,34.1,48.8,41.0,,Medium,Monitor_Closely,59.0,1.04,False,Week 1 snapshot - 0 critical components
CR114,2025-01-06,25.4,29.9,35.3,33.3,31.0,,Low,Continue_Operation,69.0,1.02,False,Week 2 snapshot - 0 critical components
CR114,2024-12-30,41.5,37.5,24.2,32.8,34.0,,Low,Continue_Operation,66.0,1.0,False,Week 3 snapshot - 0 critical components
CR114,2024-12-23,38.4,46.6,23.1,49.6,39.4,,Low,Continue_Operation,60.6,0.98,False,Week 4 snapshot - 0 critical components
CR114,2024-12-16,45.4,35.6,29.8,50.0,40.2,,Medium,Monitor_Closely,59.8,0.96,False,Week 5 snapshot - 0 critical components
CR114,2024-12-09,48.1,28.8,24.7,30.4,33.0,,Low,Continue_Operation,67.0,0.94,False,Week 6 snapshot - 0 critical components
CR114,2024-12-02,28.8,29.2,25.2,33.3,29.1,,Low,Continue_Operation,70.9,0.92,False,Week 7 snapshot - 0 critical components
CR114,2024-11-25,47.5,38.4,31.8,37.4,38.8,,Low,Continue_Operation,61.2,0.9,False,Week 8 snapshot - 0 critical components
CR114,2024-11-18,42.3,26.9,22.6,40.4,33.1,,Low,Continue_Operation,66.9,0.88,False,Week 9 snapshot - 0 critical components
CR114,2024-11-11,34.4,25.0,22.9,42.4,31.2,,Low,Continue_Operation,68.8,0.86,False,Week 10 snapshot - 0 critical components
CR114,2024-11-04,39.7,40.1,26.7,44.0,37.6,,Low,Continue_Operation,62.4,0.84,False,Week 11 snapshot - 0 critical components
CR114,2024-10-28,43.3,43.7,25.7,44.7,39.3,,Low,Continue_Operation,60.7,0.82,False,Week 12 snapshot - 0 critical components
CR114,2024-10-21,39.9,34.8,28.1,51.6,38.6,,Low,Continue_Operation,61.4,0.81,False,Week 13 snapshot - 0 critical components
CR114,2024-10-14,28.0,26.5,20.6,34.3,27.4,,Low,Continue_Operation,72.6,0.79,False,Week 14 snapshot - 0 critical components
CR114,2024-10-07,32.8,36.2,23.5,36.2,32.2,,Low,Continue_Operation,67.8,0.77,False,Week 15 snapshot - 0 critical components
CR114,2024-09-30,30.1,29.5,37.5,39.7,34.2,,Low,Continue_Operation,65.8,0.75,False,Week 16 snapshot - 0 critical components
CR114,2024-09-23,26.0,40.6,25.4,26.3,29.6,,Low,Continue_Operation,70.4,0.73,False,Week 17 snapshot - 0 critical components
CR114,2024-09-16,29.3,31.1,37.8,32.7,32.7,,Low,Continue_Operation,67.3,0.71,False,Week 18 snapshot - 0 critical components
CR114,2024-09-09,25.2,31.0,33.2,28.9,29.6,,Low,Continue_Operation,70.4,0.69,False,Week 19 snapshot - 0 critical components
CR114,2024-09-02,31.0,25.9,22.3,45.2,31.1,,Low,Continue_Operation,68.9,0.67,False,Week 20 snapshot - 0 critical components
CR114,2024-08-26,30.0,35.2,21.5,26.3,28.2,,Low,Continue_Operation,71.8,0.65,False,Week 21 snapshot - 0 critical components
CR114,2024-08-19,36.2,36.5,37.4,46.9,39.3,,Low,Continue_Operation,60.7,0.63,False,Week 22 snapshot - 0 critical components
CR114,2024-08-12,21.3,31.5,16.5,26.9,24.0,,Low,Continue_Operation,76.0,0.61,False,Week 23 snapshot - 0 critical components
CR114,2024-08-05,26.2,39.3,22.9,30.4,29.7,,Low,Continue_Operation,70.3,0.59,False,Week 24 snapshot - 0 critical components
CR114,2024-07-29,30.6,29.4,21.0,32.3,28.3,,Low,Continue_Operation,71.7,0.58,False,Week 25 snapshot - 0 critical components
CR114,2024-07-22,18.5,24.2,26.6,37.9,26.8,,Low,Continue_Operation,73.2,0.56,False,Week 26 snapshot - 0 critical components
CR114,2024-07-15,37.1,21.1,21.3,38.8,29.6,,Low,Continue_Operation,70.4,0.54,False,Week 27 snapshot - 0 critical components
CR114,2024-07-08,36.7,34.1,31.9,47.5,37.5,,Low,Continue_Operation,62.5,0.52,False,Week 28 snapshot - 0 critical components
CR114,2024-07-01,37.9,26.1,18.8,31.7,28.6,,Low,Continue_Operation,71.4,0.5,False,Week 29 snapshot - 0 critical components
CR114,2024-06-24,24.9,28.9,20.3,31.7,26.4,,Low,Continue_Operation,73.6,0.48,False,Week 30 snapshot - 0 critical components
CR114,2024-06-17,17.8,20.2,31.9,28.0,24.5,,Low,Continue_Operation,75.5,0.46,False,Week 31 snapshot - 0 critical components
CR114,2024-06-10,18.9,26.5,35.9,26.3,26.9,,Low,Continue_Operation,73.1,0.44,False,Week 32 snapshot - 0 critical components
CR114,2024-06-03,26.3,18.9,20.3,44.1,27.4,,Low,Continue_Operation,72.6,0.42,False,Week 33 snapshot - 0 critical components
CR114,2024-05-27,30.5,19.5,21.1,30.4,25.4,,Low,Continue_Operation,74.6,0.4,False,Week 34 snapshot - 0 critical components
CR114,2024-05-20,26.9,35.3,25.3,30.9,29.6,,Low,Continue_Operation,70.4,0.38,False,Week 35 snapshot - 0 critical components
CR114,2024-05-13,20.9,18.0,27.9,26.4,23.3,,Low,Continue_Operation,76.7,0.36,False,Week 36 snapshot - 0 critical components
CR114,2024-05-06,24.1,25.3,14.8,44.2,27.1,,Low,Continue_Operation,72.9,0.35,False,Week 37 snapshot - 0 critical components
CR114,2024-04-29,30.1,19.3,34.4,29.9,28.4,,Low,Continue_Operation,71.6,0.33,False,Week 38 snapshot - 0 critical components
CR114,2024-04-22,23.0,34.7,20.6,27.4,26.4,,Low,Continue_Operation,73.6,0.31,False,Week 39 snapshot - 0 critical components
CR114,2024-04-15,31.3,26.0,28.8,20.1,26.6,,Low,Continue_Operation,73.4,0.29,False,Week 40 snapshot - 0 critical components
CR114,2024-04-08,17.7,30.3,23.8,25.6,24.4,,Low,Continue_Operation,75.6,0.27,False,Week 41 snapshot - 0 critical components
CR114,2024-04-01,37.7,16.4,21.3,32.4,26.9,,Low,Continue_Operation,73.1,0.25,False,Week 42 snapshot - 0 critical components
CR114,2024-03-25,19.6,25.6,18.3,37.5,25.2,,Low,Continue_Operation,74.8,0.23,False,Week 43 snapshot - 0 critical components
CR114,2024-03-18,23.5,24.1,11.9,33.7,23.3,,Low,Continue_Operation,76.7,0.21,False,Week 44 snapshot - 0 critical components
CR114,2024-03-11,34.6,32.0,19.8,26.7,28.3,,Low,Continue_Operation,71.7,0.19,False,Week 45 snapshot - 0 critical components
CR114,2024-03-04,27.7,34.1,15.6,31.3,27.1,,Low,Continue_Operation,72.9,0.17,False,Week 46 snapshot - 0 critical components
CR114,2024-02-26,22.7,21.1,18.5,37.8,25.1,,Low,Continue_Operation,74.9,0.15,False,Week 47 snapshot - 0 critical components
CR114,2024-02-19,36.6,33.5,11.7,23.3,26.3,,Low,Continue_Operation,73.7,0.13,False,Week 48 snapshot - 0 critical components
CR114,2024-02-12,26.3,20.0,15.9,23.6,21.4,,Low,Continue_Operation,78.6,0.12,False,Week 49 snapshot - 0 critical components
CR114,2024-02-05,30.6,27.1,15.8,28.8,25.6,,Low,Continue_Operation,74.4,0.1,False,Week 50 snapshot - 0 critical components
CR114,2024-01-29,15.8,18.3,15.5,18.8,17.1,,Low,Continue_Operation,82.9,0.08,False,Week 51 snapshot - 0 critical components
CR114,2024-01-22,15.1,22.4,28.3,35.7,25.4,,Low,Continue_Operation,74.6,0.06,False,Week 52 snapshot - 0 critical components
CR115,2025-01-20,26.1,33.0,27.8,45.9,33.2,,Low,Continue_Operation,66.8,1.05,False,Week 0 snapshot - 0 critical components
CR115,2025-01-13,31.5,28.8,21.8,48.6,32.7,,Low,Continue_Operation,67.3,1.04,False,Week 1 snapshot - 0 critical components
CR115,2025-01-06,40.0,39.1,21.5,45.0,36.4,,Low,Continue_Operation,63.6,1.02,False,Week 2 snapshot - 0 critical components
CR115,2024-12-30,25.0,44.2,32.2,48.3,37.4,,Low,Continue_Operation,62.6,1.0,False,Week 3 snapshot - 0 critical components
CR115,2024-12-23,38.8,45.4,37.3,45.8,41.8,,Medium,Monitor_Closely,58.2,0.98,False,Week 4 snapshot - 0 critical components
CR115,2024-12-16,43.3,33.7,31.8,31.8,35.2,,Low,Continue_Operation,64.8,0.96,False,Week 5 snapshot - 0 critical components
CR115,2024-12-09,44.7,36.5,31.0,53.9,41.5,,Medium,Monitor_Closely,58.5,0.94,False,Week 6 snapshot - 0 critical components
CR115,2024-12-02,46.9,39.4,22.7,53.6,40.6,,Medium,Monitor_Closely,59.4,0.92,False,Week 7 snapshot - 0 critical components
CR115,2024-11-25,37.7,29.4,36.5,32.4,34.0,,Low,Continue_Operation,66.0,0.9,False,Week 8 snapshot - 0 critical components
CR115,2024-11-18,48.0,37.5,33.7,46.2,41.4,,Medium,Monitor_Closely,58.6,0.88,False,Week 9 snapshot - 0 critical components
CR115,2024-11-11,39.7,35.9,29.7,47.0,38.1,,Low,Continue_Operation,61.9,0.86,False,Week 10 snapshot - 0 critical components
CR115,2024-11-04,26.2,24.8,28.4,37.9,29.3,,Low,Continue_Operation,70.7,0.84,False,Week 11 snapshot - 0 critical components
CR115,2024-10-28,37.5,41.8,19.3,27.4,31.5,,Low,Continue_Operation,68.5,0.82,False,Week 12 snapshot - 0 critical components
CR115,2024-10-21,36.7,35.6,23.3,39.4,33.7,,Low,Continue_Operation,66.3,0.81,False,Week 13 snapshot - 0 critical components
CR115,2024-10-14,26.8,41.7,19.1,28.4,29.0,,Low,Continue_Operation,71.0,0.79,False,Week 14 snapshot - 0 critical components
CR115,2024-10-07,44.1,43.2,22.9,51.2,40.3,,Medium,Monitor_Closely,59.7,0.77,False,Week 15 snapshot - 0 critical components
CR115,2024-09-30,43.5,25.6,29.5,43.5,35.5,,Low,Continue_Operation,64.5,0.75,False,Week 16 snapshot - 0 critical components
CR115,2024-09-23,34.4,42.2,23.6,35.1,33.8,,Low,Continue_Operation,66.2,0.73,False,Week 17 snapshot - 0 critical components
CR115,2024-09-16,33.3,42.4,38.0,32.8,36.7,,Low,Continue_Operation,63.3,0.71,False,Week 18 snapshot - 0 critical components
CR115,2024-09-09,23.4,29.3,29.0,25.4,26.8,,Low,Continue_Operation,73.2,0.69,False,Week 19 snapshot - 0 critical components
CR115,2024-09-02,32.2,39.1,15.2,45.0,32.9,,Low,Continue_Operation,67.1,0.67,False,Week 20 snapshot - 0 critical components
CR115,2024-08-26,28.4,33.4,24.2,36.7,30.7,,Low,Continue_Operation,69.3,0.65,False,Week 21 snapshot - 0 critical components
CR115,2024-08-19,23.7,36.8,24.8,44.6,32.5,,Low,Continue_Operation,67.5,0.63,False,Week 22 snapshot - 0 critical components
CR115,2024-08-12,20.5,26.0,26.6,32.7,26.4,,Low,Continue_Operation,73.6,0.61,False,Week 23 snapshot - 0 critical components
CR115,2024-08-05,42.3,25.2,19.0,47.0,33.4,,Low,Continue_Operation,66.6,0.59,False,Week 24 snapshot - 0 critical components
CR115,2024-07-29,32.1,32.2,21.8,36.4,30.6,,Low,Continue_Operation,69.4,0.58,False,Week 25 snapshot - 0 critical components
CR115,2024-07-22,30.0,34.0,20.9,23.7,27.2,,Low,Continue_Operation,72.8,0.56,False,Week 26 snapshot - 0 critical components
CR115,2024-07-15,41.8,22.4,24.2,26.4,28.7,,Low,Continue_Operation,71.3,0.54,False,Week 27 snapshot - 0 critical components
CR115,2024-07-08,38.2,32.6,16.3,42.1,32.3,,Low,Continue_Operation,67.7,0.52,False,Week 28 snapshot - 0 critical components
CR115,2024-07-01,22.9,23.8,22.2,25.7,23.7,,Low,Continue_Operation,76.3,0.5,False,Week 29 snapshot - 0 critical components
CR115,2024-06-24,27.2,33.8,24.8,45.3,32.8,,Low,Continue_Operation,67.2,0.48,False,Week 30 snapshot - 0 critical components
CR115,2024-06-17,31.2,21.9,27.1,25.8,26.5,,Low,Continue_Operation,73.5,0.46,False,Week 31 snapshot - 0 critical components
CR115,2024-06-10,22.1,37.6,34.1,38.5,33.1,,Low,Continue_Operation,66.9,0.44,False,Week 32 snapshot - 0 critical components
CR115,2024-06-03,20.1,37.6,31.2,36.1,31.2,,Low,Continue_Operation,68.8,0.42,False,Week 33 snapshot - 0 critical components
CR115,2024-05-27,36.1,35.5,35.0,37.2,36.0,,Low,Continue_Operation,64.0,0.4,False,Week 34 snapshot - 0 critical components
CR115,2024-05-20,19.6,33.9,25.1,29.1,26.9,,Low,Continue_Operation,73.1,0.38,False,Week 35 snapshot - 0 critical components
CR115,2024-05-13,40.0,22.8,19.3,25.5,26.9,,Low,Continue_Operation,73.1,0.36,False,Week 36 snapshot - 0 critical components
CR115,2024-05-06,18.3,36.3,20.4,20.7,23.9,,Low,Continue_Operation,76.1,0.35,False,Week 37 snapshot - 0 critical components
CR115,2024-04-29,17.8,25.9,29.8,43.8,29.4,,Low,Continue_Operation,70.6,0.33,False,Week 38 snapshot - 0 critical components
CR115,2024-04-22,35.0,36.2,22.3,20.5,28.5,,Low,Continue_Operation,71.5,0.31,False,Week 39 snapshot - 0 critical components
CR115,2024-04-15,25.2,16.6,17.7,32.4,23.0,,Low,Continue_Operation,77.0,0.29,False,Week 40 snapshot - 0 critical components
CR115,2024-04-08,34.8,17.3,10.5,21.4,21.0,,Low,Continue_Operation,79.0,0.27,False,Week 41 snapshot - 0 critical components
CR115,2024-04-01,35.3,31.0,27.3,30.0,30.9,,Low,Continue_Operation,69.1,0.25,False,Week 42 snapshot - 0 critical components
CR115,2024-03-25,30.3,29.3,16.5,19.0,23.8,,Low,Continue_Operation,76.2,0.23,False,Week 43 snapshot - 0 critical components
CR115,2024-03-18,28.5,33.7,9.6,19.3,22.8,,Low,Continue_Operation,77.2,0.21,False,Week 44 snapshot - 0 critical components
CR115,2024-03-11,14.2,31.7,12.8,40.3,24.8,,Low,Continue_Operation,75.2,0.19,False,Week 45 snapshot - 0 critical components
