Work_Order_ID,Job_Number,Train_ID,Work_Type,Description,Priority,Status,Created_Date,Due_Date,Estimated_Hours,Actual_Hours,Assigned_Technician,Department,Cost_Estimate,Parts_Cost,Urgency_Score,Completion_Rate,Notes
WO-2A23C923,JOB-20241108-4301,CR104,Inspection-B,Inspection B for CR104,Medium,On_Hold,2024-11-08,2024-11-23,14,,Tech_16,Maintenance,2604,833,70,27.248367993622754,Generated on 2024-11-08 - Inspection-B maintenance
WO-7FA25C7E,JOB-20241108-8239,CR104,Inspection-C,Inspection C for CR104,Medium,On_Hold,2024-11-08,2024-11-28,27,,Tech_24,Maintenance,4833,327,70,21.994805631753977,Generated on 2024-11-08 - Inspection-C maintenance
WO-19E6FBFC,JOB-20241109-7731,CR119,Inspection-C,Inspection C for CR119,Medium,On_Hold,2024-11-09,2024-11-17,22,,Tech_5,Maintenance,3542,501,70,15.007007646594603,Generated on 2024-11-09 - Inspection-C maintenance
WO-753739C6,JOB-20241109-8492,CR112,PM-Doors,PM Doors for CR112,Low,Cancelled,2024-11-09,2024-12-07,2,,Tech_14,Mechanical,210,358,50,0.0,Generated on 2024-11-09 - PM-Doors maintenance
WO-2BEB7D67,JOB-20241109-3179,CR107,PM-Doors,PM Doors for CR107,Medium,Closed,2024-11-09,2024-11-18,4,3.3,Tech_28,Mechanical,436,860,70,100.0,Generated on 2024-11-09 - PM-Doors maintenance
WO-EBA752E0,JOB-20241109-3580,CR113,CM-Electrical,Electrical system corrective maintenance - CR113,Medium,On_Hold,2024-11-09,2024-11-30,4,,Tech_20,Electrical,576,4986,70,16.432511397184278,Generated on 2024-11-09 - CM-Electrical maintenance
WO-32C4A235,JOB-20241110-7107,CR107,Seasonal-Maintenance,Seasonal Maintenance for CR107,Medium,On_Hold,2024-11-10,2024-11-18,23,,Tech_3,Maintenance,1725,700,70,22.861888536349177,Generated on 2024-11-10 - Seasonal-Maintenance maintenance
WO-C9B280FC,JOB-20241110-9088,CR112,Inspection-B,Inspection B for CR112,High,Closed,2024-11-10,2024-11-15,16,16.1,Tech_5,Maintenance,1536,772,90,100.0,Generated on 2024-11-10 - Inspection-B maintenance
WO-45EBD13F,JOB-20241110-2917,CR115,CM-Mechanical,CM Mechanical for CR115,Critical,Closed,2024-11-10,2024-11-11,12,12.4,Tech_14,Mechanical,1332,1481,100,100.0,Generated on 2024-11-10 - CM-Mechanical maintenance
WO-93DFF635,JOB-20241110-3208,CR101,CM-Electronics,CM Electronics for CR101,Low,Cancelled,2024-11-10,2024-12-02,3,,Tech_19,Electronics,261,2260,50,0.0,Generated on 2024-11-10 - CM-Electronics maintenance
WO-DB36AAF8,JOB-20241111-6490,CR114,PM-Traction,PM Traction for CR114,Medium,Closed,2024-11-11,2024-11-22,10,10.0,Tech_5,Electrical,870,958,70,100.0,Generated on 2024-11-11 - PM-Traction maintenance
WO-0D7C0AD7,JOB-20241111-9127,CR107,PM-HVAC,PM HVAC for CR107,Medium,Closed,2024-11-11,2024-11-29,11,12.9,Tech_29,Electrical,1518,501,70,100.0,Generated on 2024-11-11 - PM-HVAC maintenance
WO-6ED74279,JOB-20241111-9711,CR107,Seasonal-Maintenance,Seasonal Maintenance for CR107,Medium,Closed,2024-11-11,2024-11-20,38,40.1,Tech_9,Maintenance,3420,700,70,100.0,Generated on 2024-11-11 - Seasonal-Maintenance maintenance
WO-48FE16A3,JOB-20241111-2389,CR110,PM-Brake,Brake system preventive maintenance - CR110,Medium,Closed,2024-11-11,2024-12-01,4,3.6,Tech_28,Mechanical,640,786,70,100.0,Generated on 2024-11-11 - PM-Brake maintenance
WO-8BA40EAA,JOB-20241111-4303,CR111,Compliance-Check,Compliance Check for CR111,Low,Cancelled,2024-11-11,2024-12-08,3,,Tech_20,Quality_Assurance,600,769,50,0.0,Generated on 2024-11-11 - Compliance-Check maintenance
WO-83FEE076,JOB-20241111-5488,CR110,Inspection-A,Inspection A for CR110,Low,On_Hold,2024-11-11,2024-12-13,5,,Tech_24,Maintenance,770,929,50,11.321692313651472,Generated on 2024-11-11 - Inspection-A maintenance
WO-12281106,JOB-20241112-3177,CR114,CM-Software,CM Software for CR114,Low,Closed,2024-11-12,2024-12-04,1,0.9,Tech_23,IT,151,2433,50,100.0,Generated on 2024-11-12 - CM-Software maintenance
WO-DC64E3B9,JOB-20241112-4569,CR107,CM-Mechanical,CM Mechanical for CR107,Medium,Closed,2024-11-12,2024-12-03,4,3.8,Tech_20,Mechanical,796,591,70,100.0,Generated on 2024-11-12 - CM-Mechanical maintenance
WO-E35C1B23,JOB-20241112-7705,CR104,PM-Doors,PM Doors for CR104,Low,Closed,2024-11-12,2024-12-19,3,2.9,Tech_25,Mechanical,402,270,50,100.0,Generated on 2024-11-12 - PM-Doors maintenance
WO-278D0D45,JOB-20241112-2234,CR120,PM-Traction,PM Traction for CR120,Medium,On_Hold,2024-11-12,2024-11-25,15,,Tech_27,Electrical,1785,288,70,13.042374187015142,Generated on 2024-11-12 - PM-Traction maintenance
WO-09E6B3F6,JOB-20241112-3088,CR108,Emergency-Repair,Emergency repair required - CR108,Medium,Closed,2024-11-12,2024-11-20,14,15.0,Tech_9,Emergency_Response,1190,660,70,100.0,Generated on 2024-11-12 - Emergency-Repair maintenance
WO-A6EE13C0,JOB-20241113-1879,CR106,Inspection-B,Inspection B for CR106,Low,Cancelled,2024-11-13,2024-12-17,15,,Tech_17,Maintenance,2190,126,50,0.0,Generated on 2024-11-13 - Inspection-B maintenance
WO-6B02DF77,JOB-20241113-3052,CR117,CM-Software,CM Software for CR117,Low,Cancelled,2024-11-13,2024-12-28,5,,Tech_10,IT,755,2057,50,0.0,Generated on 2024-11-13 - CM-Software maintenance
WO-8ABDE378,JOB-20241114-6488,CR101,Inspection-A,Inspection A for CR101,Low,Closed,2024-11-14,2024-12-15,7,6.4,Tech_26,Maintenance,959,646,50,100.0,Generated on 2024-11-14 - Inspection-A maintenance
WO-621CF0B8,JOB-20241114-9472,CR111,Inspection-B,Inspection B for CR111,Low,Closed,2024-11-14,2024-12-02,15,16.4,Tech_13,Maintenance,2940,378,50,100.0,Generated on 2024-11-14 - Inspection-B maintenance
WO-D189045D,JOB-20241114-3355,CR102,Emergency-Repair,Urgent maintenance intervention - CR102,High,Closed,2024-11-14,2024-11-18,56,49.0,Tech_2,Emergency_Response,7896,281,90,100.0,Generated on 2024-11-14 - Emergency-Repair maintenance
WO-44A2584E,JOB-20241114-3024,CR111,CM-Software,CM Software for CR111,Low,Closed,2024-11-14,2024-12-19,6,5.0,Tech_12,IT,1020,4970,50,100.0,Generated on 2024-11-14 - CM-Software maintenance
WO-262DAD4B,JOB-20241114-7385,CR118,Inspection-A,Inspection A for CR118,Low,On_Hold,2024-11-14,2024-12-26,5,,Tech_11,Maintenance,475,275,50,28.107090792437766,Generated on 2024-11-14 - Inspection-A maintenance
WO-40B3CE06,JOB-20241115-6847,CR116,Emergency-Repair,Urgent maintenance intervention - CR116,Low,Closed,2024-11-15,2024-12-20,31,30.6,Tech_2,Emergency_Response,4402,817,50,100.0,Generated on 2024-11-15 - Emergency-Repair maintenance
WO-1C444150,JOB-20241115-9286,CR101,CM-Electrical,Electrical system corrective maintenance - CR101,Medium,On_Hold,2024-11-15,2024-12-06,14,,Tech_21,Electrical,2086,4881,70,29.51243908719131,Generated on 2024-11-15 - CM-Electrical maintenance
WO-9E5AF7C3,JOB-20241115-2655,CR107,Inspection-C,Inspection C for CR107,Low,On_Hold,2024-11-15,2024-12-03,17,,Tech_15,Maintenance,2516,982,50,22.48184087834287,Generated on 2024-11-15 - Inspection-C maintenance
WO-CE50ADAE,JOB-20241115-7375,CR108,PM-Bogie,Scheduled bogie maintenance for CR108,Low,Closed,2024-11-15,2024-12-16,6,7.5,Tech_28,Mechanical,600,101,50,100.0,Generated on 2024-11-15 - PM-Bogie maintenance
WO-D191CCEE,JOB-20241116-5350,CR115,Inspection-A,Inspection A for CR115,Low,Cancelled,2024-11-16,2024-12-02,7,,Tech_24,Maintenance,938,336,50,0.0,Generated on 2024-11-16 - Inspection-A maintenance
WO-AAB602BF,JOB-20241116-1260,CR104,CM-Software,CM Software for CR104,Low,Cancelled,2024-11-16,2024-12-30,6,,Tech_7,IT,750,757,50,0.0,Generated on 2024-11-16 - CM-Software maintenance
WO-0F7F0FC1,JOB-20241116-1075,CR101,PM-Brake,Brake system preventive maintenance - CR101,Critical,Closed,2024-11-16,2024-11-18,8,7.1,Tech_27,Mechanical,976,484,100,100.0,Generated on 2024-11-16 - PM-Brake maintenance
WO-39D71F6C,JOB-20241117-6317,CR107,CM-Mechanical,CM Mechanical for CR107,Medium,Closed,2024-11-17,2024-11-28,12,13.4,Tech_13,Mechanical,1248,3135,70,100.0,Generated on 2024-11-17 - CM-Mechanical maintenance
WO-32BD34A9,JOB-20241117-8343,CR120,CM-Software,CM Software for CR120,Low,Cancelled,2024-11-17,2024-12-02,1,,Tech_27,IT,173,3783,50,0.0,Generated on 2024-11-17 - CM-Software maintenance
WO-BFAA6D58,JOB-20241118-8469,CR122,Seasonal-Maintenance,Seasonal Maintenance for CR122,Low,Closed,2024-11-18,2024-12-08,28,36.2,Tech_19,Maintenance,3472,827,50,100.0,Generated on 2024-11-18 - Seasonal-Maintenance maintenance
WO-04FB77B4,JOB-20241118-3803,CR102,Compliance-Check,Compliance Check for CR102,Low,On_Hold,2024-11-18,2024-12-06,4,,Tech_1,Quality_Assurance,800,893,50,24.94793203543896,Generated on 2024-11-18 - Compliance-Check maintenance
WO-D2FFC58C,JOB-20241118-5505,CR116,Emergency-Repair,Emergency repair required - CR116,Low,Cancelled,2024-11-18,2024-12-12,35,,Tech_14,Emergency_Response,6545,335,50,0.0,Generated on 2024-11-18 - Emergency-Repair maintenance
WO-F4463119,JOB-20241118-3682,CR123,Seasonal-Maintenance,Seasonal Maintenance for CR123,Medium,On_Hold,2024-11-18,2024-12-02,29,,Tech_15,Maintenance,4698,182,70,14.633081667434737,Generated on 2024-11-18 - Seasonal-Maintenance maintenance
WO-CCD06501,JOB-20241119-8482,CR102,CM-Electrical,Power supply issue resolution - CR102,Low,Closed,2024-11-19,2024-12-09,16,18.0,Tech_7,Electrical,2880,2171,50,100.0,Generated on 2024-11-19 - CM-Electrical maintenance
WO-8DDADA62,JOB-20241119-1987,CR124,CM-Mechanical,CM Mechanical for CR124,Critical,Closed,2024-11-19,2024-11-20,17,16.9,Tech_24,Mechanical,1870,2164,100,100.0,Generated on 2024-11-19 - CM-Mechanical maintenance
WO-80FDDDAA,JOB-20241120-9618,CR103,Emergency-Repair,Urgent maintenance intervention - CR103,Medium,Closed,2024-11-20,2024-12-07,24,24.2,Tech_30,Emergency_Response,4680,493,70,100.0,Generated on 2024-11-20 - Emergency-Repair maintenance
WO-0C4163E1,JOB-20241120-9060,CR101,Compliance-Check,Compliance Check for CR101,High,Closed,2024-11-20,2024-11-24,4,4.9,Tech_28,Quality_Assurance,372,270,90,100.0,Generated on 2024-11-20 - Compliance-Check maintenance
WO-4534DE10,JOB-20241120-5809,CR123,CM-Electronics,CM Electronics for CR123,Low,Closed,2024-11-20,2024-12-10,7,8.6,Tech_9,Electronics,1113,927,50,100.0,Generated on 2024-11-20 - CM-Electronics maintenance
WO-BA17BF42,JOB-20241120-6803,CR122,CM-Electrical,Electrical system corrective maintenance - CR122,Medium,Closed,2024-11-20,2024-12-03,22,27.0,Tech_29,Electrical,3168,4221,70,100.0,Generated on 2024-11-20 - CM-Electrical maintenance
WO-596D3EC4,JOB-20241120-4852,CR101,CM-Software,CM Software for CR101,Low,Cancelled,2024-11-20,2024-12-26,2,,Tech_2,IT,266,3289,50,0.0,Generated on 2024-11-20 - CM-Software maintenance
WO-FAEE899A,JOB-20241121-3662,CR115,CM-Electrical,Power supply issue resolution - CR115,Medium,On_Hold,2024-11-21,2024-12-04,17,,Tech_18,Electrical,2584,2369,70,22.423809895505492,Generated on 2024-11-21 - CM-Electrical maintenance
WO-082C9CF0,JOB-20241121-4443,CR122,Emergency-Repair,Emergency repair required - CR122,High,Closed,2024-11-21,2024-11-25,54,55.6,Tech_5,Emergency_Response,7830,188,90,100.0,Generated on 2024-11-21 - Emergency-Repair maintenance
WO-FD92B829,JOB-20241121-9851,CR122,Seasonal-Maintenance,Seasonal Maintenance for CR122,Medium,On_Hold,2024-11-21,2024-11-30,26,,Tech_22,Maintenance,2470,883,70,21.791465356254143,Generated on 2024-11-21 - Seasonal-Maintenance maintenance
WO-18388037,JOB-20241121-2777,CR102,CM-Software,CM Software for CR102,Low,Cancelled,2024-11-21,2024-12-18,5,,Tech_17,IT,460,1742,50,0.0,Generated on 2024-11-21 - CM-Software maintenance
WO-92727A30,JOB-20241121-1795,CR113,CM-Software,CM Software for CR113,Low,Closed,2024-11-21,2024-12-07,2,2.4,Tech_9,IT,154,2858,50,100.0,Generated on 2024-11-21 - CM-Software maintenance
WO-D56D05C1,JOB-20241122-1942,CR111,PM-Brake,Brake pad inspection and replacement - CR111,Low,Cancelled,2024-11-22,2025-01-02,4,,Tech_21,Mechanical,588,938,50,0.0,Generated on 2024-11-22 - PM-Brake maintenance
WO-47878D6A,JOB-20241122-1592,CR120,CM-Mechanical,CM Mechanical for CR120,Medium,On_Hold,2024-11-22,2024-12-08,5,,Tech_11,Mechanical,760,2863,70,27.20071208039908,Generated on 2024-11-22 - CM-Mechanical maintenance
WO-CA97FCFC,JOB-20241122-5554,CR114,PM-Traction,PM Traction for CR114,Low,Closed,2024-11-22,2024-12-27,10,12.1,Tech_19,Electrical,1320,180,50,100.0,Generated on 2024-11-22 - PM-Traction maintenance
WO-12E18A3D,JOB-20241122-7841,CR113,Inspection-A,Inspection A for CR113,Medium,On_Hold,2024-11-22,2024-12-10,9,,Tech_14,Maintenance,1323,340,70,13.38256948467675,Generated on 2024-11-22 - Inspection-A maintenance
WO-79CA8928,JOB-20241122-9810,CR121,PM-Traction,PM Traction for CR121,High,Closed,2024-11-22,2024-11-26,17,16.8,Tech_30,Electrical,2176,887,90,100.0,Generated on 2024-11-22 - PM-Traction maintenance
WO-2B82AF73,JOB-20241123-4641,CR101,Inspection-B,Inspection B for CR101,High,Closed,2024-11-23,2024-11-30,17,21.1,Tech_7,Maintenance,3145,581,90,100.0,Generated on 2024-11-23 - Inspection-B maintenance
WO-33C000E8,JOB-20241123-6508,CR121,CM-Electrical,Power supply issue resolution - CR121,Medium,On_Hold,2024-11-23,2024-12-13,8,,Tech_25,Electrical,1072,4135,70,16.235920978220797,Generated on 2024-11-23 - CM-Electrical maintenance
WO-169AF334,JOB-20241124-7792,CR105,PM-Bogie,Scheduled bogie maintenance for CR105,Medium,On_Hold,2024-11-24,2024-12-08,11,,Tech_24,Mechanical,2024,728,70,13.305604455863966,Generated on 2024-11-24 - PM-Bogie maintenance
WO-A28DDE41,JOB-20241124-1491,CR106,CM-Electronics,CM Electronics for CR106,Medium,Closed,2024-11-24,2024-12-13,11,9.8,Tech_21,Electronics,2189,2442,70,100.0,Generated on 2024-11-24 - CM-Electronics maintenance
WO-2176C303,JOB-20241125-5947,CR115,Compliance-Check,Compliance Check for CR115,High,Closed,2024-11-25,2024-12-01,6,5.5,Tech_13,Quality_Assurance,540,776,90,100.0,Generated on 2024-11-25 - Compliance-Check maintenance
WO-BDAE6881,JOB-20241125-5514,CR116,PM-Bogie,Scheduled bogie maintenance for CR116,Low,On_Hold,2024-11-25,2024-12-10,7,,Tech_14,Mechanical,798,226,50,25.677614514335364,Generated on 2024-11-25 - PM-Bogie maintenance
WO-862ACF50,JOB-20241125-8724,CR116,PM-Traction,PM Traction for CR116,Medium,Closed,2024-11-25,2024-12-03,13,16.7,Tech_13,Electrical,1209,541,70,100.0,Generated on 2024-11-25 - PM-Traction maintenance
WO-933F4257,JOB-20241125-4300,CR101,CM-Software,CM Software for CR101,Low,Cancelled,2024-11-25,2024-12-23,4,,Tech_18,IT,476,4530,50,0.0,Generated on 2024-11-25 - CM-Software maintenance
WO-403EE548,JOB-20241125-8631,CR107,CM-Electrical,Electrical system corrective maintenance - CR107,Low,On_Hold,2024-11-25,2024-12-14,8,,Tech_27,Electrical,1000,2003,50,15.110580301902498,Generated on 2024-11-25 - CM-Electrical maintenance
WO-9E0B82A1,JOB-20241126-6418,CR109,CM-Electronics,CM Electronics for CR109,Low,On_Hold,2024-11-26,2025-01-01,6,,Tech_29,Electronics,528,2064,50,25.95050960949898,Generated on 2024-11-26 - CM-Electronics maintenance
WO-060D03F3,JOB-20241126-2345,CR107,PM-Traction,PM Traction for CR107,Low,Closed,2024-11-26,2024-12-19,10,12.6,Tech_24,Electrical,1570,196,50,100.0,Generated on 2024-11-26 - PM-Traction maintenance
WO-309E779B,JOB-20241126-7381,CR121,CM-Electronics,CM Electronics for CR121,High,Closed,2024-11-26,2024-12-03,7,6.2,Tech_18,Electronics,1204,4025,90,100.0,Generated on 2024-11-26 - CM-Electronics maintenance
WO-6C072F8B,JOB-20241127-8380,CR101,CM-Software,CM Software for CR101,Medium,On_Hold,2024-11-27,2024-12-12,4,,Tech_16,IT,312,1783,70,19.991427679248268,Generated on 2024-11-27 - CM-Software maintenance
WO-200F0E89,JOB-20241127-9819,CR107,Inspection-C,Inspection C for CR107,High,Closed,2024-11-27,2024-12-01,25,26.3,Tech_20,Maintenance,3775,125,90,100.0,Generated on 2024-11-27 - Inspection-C maintenance
WO-31E009DE,JOB-20241128-8043,CR119,PM-Bogie,Scheduled bogie maintenance for CR119,High,Closed,2024-11-28,2024-12-04,14,12.2,Tech_28,Mechanical,2394,545,90,100.0,Generated on 2024-11-28 - PM-Bogie maintenance
WO-49573FC1,JOB-20241128-1955,CR123,PM-Doors,PM Doors for CR123,Low,On_Hold,2024-11-28,2024-12-16,3,,Tech_2,Mechanical,249,590,50,19.93607586348802,Generated on 2024-11-28 - PM-Doors maintenance
WO-3D30F46A,JOB-20241128-3207,CR124,PM-Brake,Brake pad inspection and replacement - CR124,Medium,Closed,2024-11-28,2024-12-12,4,4.8,Tech_11,Mechanical,568,338,70,100.0,Generated on 2024-11-28 - PM-Brake maintenance
WO-7E1EA4E8,JOB-20241128-7417,CR102,CM-Mechanical,CM Mechanical for CR102,Low,Closed,2024-11-28,2024-12-18,8,8.0,Tech_16,Mechanical,1432,1910,50,100.0,Generated on 2024-11-28 - CM-Mechanical maintenance
WO-0B18908B,JOB-20241128-2183,CR118,CM-Software,CM Software for CR118,Low,On_Hold,2024-11-28,2024-12-16,5,,Tech_6,IT,580,1945,50,20.98860886303372,Generated on 2024-11-28 - CM-Software maintenance
WO-47215CC1,JOB-20241129-2466,CR116,Inspection-B,Inspection B for CR116,Medium,On_Hold,2024-11-29,2024-12-09,18,,Tech_21,Maintenance,2322,534,70,26.164042378841376,Generated on 2024-11-29 - Inspection-B maintenance
WO-6879543E,JOB-20241129-7644,CR118,Inspection-C,Inspection C for CR118,Medium,Closed,2024-11-29,2024-12-14,28,33.2,Tech_7,Maintenance,2408,113,70,100.0,Generated on 2024-11-29 - Inspection-C maintenance
WO-75B718B6,JOB-20241129-8145,CR112,Seasonal-Maintenance,Seasonal Maintenance for CR112,Low,Closed,2024-11-29,2024-12-16,16,17.7,Tech_25,Maintenance,2448,345,50,100.0,Generated on 2024-11-29 - Seasonal-Maintenance maintenance
WO-CA2B6DBB,JOB-20241129-3799,CR112,PM-Traction,PM Traction for CR112,Medium,Closed,2024-11-29,2024-12-13,12,11.8,Tech_2,Electrical,2304,119,70,100.0,Generated on 2024-11-29 - PM-Traction maintenance
WO-5A6A0480,JOB-20241129-6423,CR108,PM-Traction,PM Traction for CR108,Medium,On_Hold,2024-11-29,2024-12-12,12,,Tech_25,Electrical,1944,147,70,12.935494407206118,Generated on 2024-11-29 - PM-Traction maintenance
WO-ED876193,JOB-20241130-9775,CR104,Inspection-C,Inspection C for CR104,Medium,Closed,2024-11-30,2024-12-10,24,21.4,Tech_14,Maintenance,4176,864,70,100.0,Generated on 2024-11-30 - Inspection-C maintenance
WO-7E7B7127,JOB-20241130-9333,CR117,Inspection-A,Inspection A for CR117,Low,On_Hold,2024-11-30,2024-12-23,5,,Tech_16,Maintenance,905,694,50,24.94020318258614,Generated on 2024-11-30 - Inspection-A maintenance
WO-C28423B4,JOB-20241201-7143,CR121,Inspection-A,Inspection A for CR121,Medium,Closed,2024-12-01,2024-12-16,6,6.5,Tech_27,Maintenance,936,297,70,100.0,Generated on 2024-12-01 - Inspection-A maintenance
WO-6568F776,JOB-20241201-9995,CR122,Seasonal-Maintenance,Seasonal Maintenance for CR122,Low,Closed,2024-12-01,2025-01-03,15,17.4,Tech_27,Maintenance,2805,617,50,100.0,Generated on 2024-12-01 - Seasonal-Maintenance maintenance
WO-CE05A115,JOB-20241201-5720,CR115,Compliance-Check,Compliance Check for CR115,Low,On_Hold,2024-12-01,2025-01-05,2,,Tech_14,Quality_Assurance,342,767,50,27.3944680034508,Generated on 2024-12-01 - Compliance-Check maintenance
WO-9ADCE1EB,JOB-20241201-8758,CR121,Compliance-Check,Compliance Check for CR121,Low,Closed,2024-12-01,2025-01-07,2,2.0,Tech_13,Quality_Assurance,386,632,50,100.0,Generated on 2024-12-01 - Compliance-Check maintenance
WO-D43640BD,JOB-20241202-1989,CR104,PM-Doors,PM Doors for CR104,Low,Closed,2024-12-02,2024-12-19,4,3.6,Tech_28,Mechanical,328,637,50,100.0,Generated on 2024-12-02 - PM-Doors maintenance
WO-F89AD650,JOB-20241202-2436,CR108,Seasonal-Maintenance,Seasonal Maintenance for CR108,High,Closed,2024-12-02,2024-12-05,31,29.7,Tech_21,Maintenance,5766,669,90,100.0,Generated on 2024-12-02 - Seasonal-Maintenance maintenance
WO-8D85ECC6,JOB-20241202-2356,CR112,Inspection-C,Inspection C for CR112,Critical,Closed,2024-12-02,2024-12-03,42,52.7,Tech_15,Maintenance,6258,879,100,100.0,Generated on 2024-12-02 - Inspection-C maintenance
WO-BA2E70F5,JOB-20241202-6182,CR115,CM-Software,CM Software for CR115,High,Closed,2024-12-02,2024-12-06,6,6.1,Tech_29,IT,1020,1449,90,100.0,Generated on 2024-12-02 - CM-Software maintenance
WO-6004ECE8,JOB-20241203-8306,CR111,Compliance-Check,Compliance Check for CR111,High,Closed,2024-12-03,2024-12-09,5,5.5,Tech_22,Quality_Assurance,655,972,90,100.0,Generated on 2024-12-03 - Compliance-Check maintenance
WO-67FF5DE7,JOB-20241203-4968,CR102,PM-Bogie,Bogie bearing inspection and lubrication - CR102,Low,Cancelled,2024-12-03,2025-01-07,11,,Tech_24,Mechanical,1100,226,50,0.0,Generated on 2024-12-03 - PM-Bogie maintenance
WO-A02E0C51,JOB-20241203-7072,CR108,PM-Brake,Brake pad inspection and replacement - CR108,Medium,Closed,2024-12-03,2024-12-19,4,5.1,Tech_21,Mechanical,348,411,70,100.0,Generated on 2024-12-03 - PM-Brake maintenance
WO-BCE1343C,JOB-20241203-2357,CR124,PM-Doors,PM Doors for CR124,Medium,Closed,2024-12-03,2024-12-23,5,5.7,Tech_15,Mechanical,425,624,70,100.0,Generated on 2024-12-03 - PM-Doors maintenance
WO-5DB59AA1,JOB-20241204-9496,CR101,PM-Traction,PM Traction for CR101,Low,Cancelled,2024-12-04,2025-01-02,13,,Tech_3,Electrical,975,433,50,0.0,Generated on 2024-12-04 - PM-Traction maintenance
WO-A2FF2F69,JOB-20241204-2125,CR120,PM-Traction,PM Traction for CR120,High,Closed,2024-12-04,2024-12-10,17,15.6,Tech_29,Electrical,2771,651,90,100.0,Generated on 2024-12-04 - PM-Traction maintenance
WO-D3CC69BF,JOB-20241204-2803,CR103,Inspection-A,Inspection A for CR103,Low,Closed,2024-12-04,2024-12-31,5,6.2,Tech_26,Maintenance,450,398,50,100.0,Generated on 2024-12-04 - Inspection-A maintenance
WO-0FD496BB,JOB-20241204-7799,CR107,Compliance-Check,Compliance Check for CR107,Medium,Closed,2024-12-04,2024-12-13,4,4.8,Tech_17,Quality_Assurance,692,413,70,100.0,Generated on 2024-12-04 - Compliance-Check maintenance
WO-F5A863DC,JOB-20241204-4997,CR116,PM-Doors,PM Doors for CR116,High,Closed,2024-12-04,2024-12-09,7,5.8,Tech_18,Mechanical,553,551,90,100.0,Generated on 2024-12-04 - PM-Doors maintenance
WO-6B11B8B3,JOB-20241205-3584,CR119,Inspection-A,Inspection A for CR119,Critical,Closed,2024-12-05,2024-12-06,14,11.6,Tech_29,Maintenance,1974,227,100,100.0,Generated on 2024-12-05 - Inspection-A maintenance
WO-7BB9B514,JOB-20241205-3423,CR114,Seasonal-Maintenance,Seasonal Maintenance for CR114,High,Closed,2024-12-05,2024-12-11,20,21.9,Tech_15,Maintenance,2520,432,90,100.0,Generated on 2024-12-05 - Seasonal-Maintenance maintenance
WO-79654EC3,JOB-20241205-5868,CR122,Emergency-Repair,Urgent maintenance intervention - CR122,Medium,On_Hold,2024-12-05,2024-12-13,19,,Tech_4,Emergency_Response,3230,779,70,17.64432840498115,Generated on 2024-12-05 - Emergency-Repair maintenance
WO-14E96076,JOB-20241205-7448,CR107,PM-HVAC,PM HVAC for CR107,Medium,On_Hold,2024-12-05,2024-12-21,6,,Tech_5,Electrical,942,581,70,19.153272131490024,Generated on 2024-12-05 - PM-HVAC maintenance
WO-9C106E54,JOB-20241205-2021,CR113,CM-Electronics,CM Electronics for CR113,Medium,On_Hold,2024-12-05,2024-12-24,5,,Tech_18,Electronics,730,2422,70,14.215668569887054,Generated on 2024-12-05 - CM-Electronics maintenance
WO-E8EDA585,JOB-20241206-4373,CR124,Inspection-C,Inspection C for CR124,Medium,Closed,2024-12-06,2024-12-25,28,33.4,Tech_22,Maintenance,3640,940,70,100.0,Generated on 2024-12-06 - Inspection-C maintenance
WO-3523C1A6,JOB-20241206-7811,CR106,CM-Electronics,CM Electronics for CR106,High,Closed,2024-12-06,2024-12-12,12,11.9,Tech_10,Electronics,2208,1796,90,100.0,Generated on 2024-12-06 - CM-Electronics maintenance
WO-9F5480BC,JOB-20241206-1489,CR124,Inspection-B,Inspection B for CR124,High,Closed,2024-12-06,2024-12-12,23,20.7,Tech_17,Maintenance,3703,734,90,100.0,Generated on 2024-12-06 - Inspection-B maintenance
WO-30E02817,JOB-20241206-4426,CR120,PM-HVAC,PM HVAC for CR120,Medium,On_Hold,2024-12-06,2024-12-25,6,,Tech_1,Electrical,942,631,70,14.776916253494896,Generated on 2024-12-06 - PM-HVAC maintenance
WO-86A34C39,JOB-20241206-9350,CR120,Seasonal-Maintenance,Seasonal Maintenance for CR120,Medium,On_Hold,2024-12-06,2024-12-20,29,,Tech_4,Maintenance,4350,254,70,22.01904307221238,Generated on 2024-12-06 - Seasonal-Maintenance maintenance
WO-5711A152,JOB-20241207-4461,CR121,PM-HVAC,PM HVAC for CR121,Low,On_Hold,2024-12-07,2025-01-08,8,,Tech_2,Electrical,1552,171,50,17.961011509307188,Generated on 2024-12-07 - PM-HVAC maintenance
WO-88DADC77,JOB-20241207-6190,CR115,CM-Electrical,Electrical system corrective maintenance - CR115,Critical,Closed,2024-12-07,2024-12-09,19,17.1,Tech_18,Electrical,2052,608,100,100.0,Generated on 2024-12-07 - CM-Electrical maintenance
WO-3676E41F,JOB-20241208-3946,CR114,Inspection-B,Inspection B for CR114,Medium,On_Hold,2024-12-08,2024-12-27,13,,Tech_17,Maintenance,2405,310,70,23.948966276771728,Generated on 2024-12-08 - Inspection-B maintenance
WO-DF3BC68A,JOB-20241208-8665,CR118,Inspection-A,Inspection A for CR118,High,Closed,2024-12-08,2024-12-11,10,9.8,Tech_12,Maintenance,1630,542,90,100.0,Generated on 2024-12-08 - Inspection-A maintenance
